data,distrito,concelho,confirmados,populacao,densidade_populacional
2021-10-21,VILA REAL,VILA REAL,3,49962,131.9
2021-10-21,FARO,VILA REAL DE SANTO ANTÓNIO,0,18749,306.11
2021-10-21,CASTELO BRANCO,VILA VELHA DE RÓDÃO,0,3144,9.53
2021-10-21,BRAGA,VILA VERDE,3,46911,205.15
2021-10-21,ÉVORA,VILA VIÇOSA,0,7656,39.29
2021-10-21,BRAGANÇA,VIMIOSO,0,4023,8.35
2021-10-21,BRAGANÇA,VINHAIS,0,7746,11.15
2021-10-21,VISEU,VISEU,6,97249,191.77
2021-10-21,BRAGA,VIZELA,1,23897,967.49
2021-10-21,VISEU,VOUZELA,1,9619,49.66
2021-10-28,SANTARÉM,ABRANTES,2,35130,49.15
2021-10-28,AVEIRO,ÁGUEDA,2,46075,137.43
2021-10-28,GUARDA,AGUIAR DA BEIRA,0,4652,22.5
2021-10-28,ÉVORA,ALANDROAL,0,4992,9.2
2021-10-28,AVEIRO,ALBERGARIA-A-VELHA,5,24144,152.02
2021-10-28,FARO,ALBUFEIRA,6,41528,295.24
2021-10-28,SETÚBAL,ALCÁCER DO SAL,1,11659,7.77
2021-10-28,SANTARÉM,ALCANENA,1,12809,100.6
2021-10-28,LEIRIA,ALCOBAÇA,5,53555,131.22
2021-10-28,SETÚBAL,ALCOCHETE,1,19787,154.15
2021-10-28,FARO,ALCOUTIM,0,2159,3.75
2021-10-28,LISBOA,ALENQUER,1,44052,144.8
2021-10-28,BRAGANÇA,ALFÂNDEGA DA FÉ,0,4550,14.13
2021-10-28,VILA REAL,ALIJÓ,1,10625,35.7
2021-10-28,FARO,ALJEZUR,0,5594,17.29
2021-10-28,BEJA,ALJUSTREL,0,8247,17.99
2021-10-28,SETÚBAL,ALMADA,8,169039,2414.5
2021-10-28,GUARDA,ALMEIDA,0,5830,11.26
2021-10-28,SANTARÉM,ALMEIRIM,4,22546,101.5
2021-10-28,BEJA,ALMODÔVAR,2,6725,8.65
2021-10-28,SANTARÉM,ALPIARÇA,1,7059,74.02
2021-10-28,PORTALEGRE,ALTER DO CHÃO,0,3165,8.74
2021-10-28,LEIRIA,ALVAIÁZERE,0,6597,41.11
2021-10-28,BEJA,ALVITO,1,2477,9.35
2021-10-28,LISBOA,AMADORA,7,184106,7742.05
2021-10-28,PORTO,AMARANTE,2,53193,176.53
2021-10-28,BRAGA,AMARES,1,18129,221.22
2021-10-28,AVEIRO,ANADIA,1,27258,125.83
2021-10-28,AÇORES,ANGRA DO HEROÍSMO,0,33807,141.45
2021-10-28,LEIRIA,ANSIÃO,0,12039,68.37
2021-10-28,VIANA DO CASTELO,ARCOS DE VALDEVEZ,4,20926,46.75
2021-10-28,COIMBRA,ARGANIL,0,11014,33.09
2021-10-28,VISEU,ARMAMAR,0,5769,49.21
2021-10-28,AVEIRO,AROUCA,2,20720,62.96
2021-10-28,ÉVORA,ARRAIOLOS,0,6928,10.13
2021-10-28,PORTALEGRE,ARRONCHES,0,2820,8.96
2021-10-28,LISBOA,ARRUDA DOS VINHOS,1,15412,197.69
2021-10-28,AVEIRO,AVEIRO,8,78734,398.49
2021-10-28,PORTALEGRE,AVIS,0,4247,7.01
2021-10-28,LISBOA,AZAMBUJA,3,22716,86.48
2021-10-28,PORTO,BAIÃO,0,18748,107.42
2021-10-28,BRAGA,BARCELOS,3,116187,306.64
2021-10-28,BEJA,BARRANCOS,0,1634,9.7
2021-10-28,SETÚBAL,BARREIRO,4,75147,2065.05
2021-10-28,LEIRIA,BATALHA,1,15963,154.35
2021-10-28,BEJA,BEJA,5,33579,29.29
2021-10-28,CASTELO BRANCO,BELMONTE,0,6398,53.87
2021-10-28,SANTARÉM,BENAVENTE,3,30602,58.69
2021-10-28,LEIRIA,BOMBARRAL,1,12558,137.56
2021-10-28,ÉVORA,BORBA,0,6736,46.39
2021-10-28,VILA REAL,BOTICAS,0,4998,15.52
2021-10-28,BRAGA,BRAGA,12,182679,996.07
2021-10-28,BRAGANÇA,BRAGANÇA,2,33607,28.64
2021-10-28,BRAGA,CABECEIRAS DE BASTO,0,15628,64.63
2021-10-28,LISBOA,CADAVAL,3,13673,78.18
2021-10-28,LEIRIA,CALDAS DA RAINHA,6,51912,203.03
2021-10-28,MADEIRA,CALHETA,0,10867,97.46
2021-10-28,AÇORES,CALHETA (AÇORES),0,3184,25.22
2021-10-28,MADEIRA,CÂMARA DE LOBOS,1,33675,645.49
2021-10-28,VIANA DO CASTELO,CAMINHA,1,15877,116.3
2021-10-28,PORTALEGRE,CAMPO MAIOR,0,7874,31.85
2021-10-28,COIMBRA,CANTANHEDE,1,35011,89.57
2021-10-28,BRAGANÇA,CARRAZEDA DE ANSIÃES,0,5666,20.29
2021-10-28,VISEU,CARREGAL DO SAL,1,9271,79.31
2021-10-28,SANTARÉM,CARTAXO,2,23843,150.74
2021-10-28,LISBOA,CASCAIS,16,213608,2193.1
2021-10-28,LEIRIA,CASTANHEIRA DE PÊRA,0,2614,39.15
2021-10-28,CASTELO BRANCO,CASTELO BRANCO,11,51987,36.15
2021-10-28,AVEIRO,CASTELO DE PAIVA,1,15454,134.37
2021-10-28,PORTALEGRE,CASTELO DE VIDE,0,2919,11.02
2021-10-28,VISEU,CASTRO DAIRE,1,13823,36.47
2021-10-28,FARO,CASTRO MARIM,1,6237,20.73
2021-10-28,BEJA,CASTRO VERDE,1,6949,12.2
2021-10-28,GUARDA,CELORICO DA BEIRA,0,6928,28.02
2021-10-28,BRAGA,CELORICO DE BASTO,1,19040,105.15
2021-10-28,SANTARÉM,CHAMUSCA,1,9197,12.33
2021-10-28,VILA REAL,CHAVES,1,39343,66.54
2021-10-28,VISEU,CINFÃES,0,18244,76.24
2021-10-28,COIMBRA,COIMBRA,4,134166,420.06
2021-10-28,COIMBRA,CONDEIXA-A-NOVA,1,17733,127.88
2021-10-28,SANTARÉM,CONSTÂNCIA,0,4030,50.14
2021-10-28,SANTARÉM,CORUCHE,1,17471,15.66
2021-10-28,AÇORES,CORVO,0,464,27.12
2021-10-28,CASTELO BRANCO,COVILHÃ,11,46787,84.21
2021-10-28,PORTALEGRE,CRATO,0,3129,7.86
2021-10-28,BEJA,CUBA,2,4595,26.7
2021-10-28,PORTALEGRE,ELVAS,0,20528,32.52
2021-10-28,SANTARÉM,ENTRONCAMENTO,2,21558,1570.14
2021-10-28,AVEIRO,ESPINHO,2,29516,1401.52
2021-10-28,BRAGA,ESPOSENDE,1,34177,358.21
2021-10-28,AVEIRO,ESTARREJA,1,26006,240.42
2021-10-28,ÉVORA,ESTREMOZ,0,12728,24.77
2021-10-28,ÉVORA,ÉVORA,3,52428,40.11
2021-10-28,BRAGA,FAFE,2,48060,219.37
2021-10-28,FARO,FARO,7,61015,301.2
2021-10-28,PORTO,FELGUEIRAS,3,56422,487.49
2021-10-28,BEJA,FERREIRA DO ALENTEJO,2,7845,12.1
2021-10-28,SANTARÉM,FERREIRA DO ZÊZERE,0,7959,41.81
2021-10-28,COIMBRA,FIGUEIRA DA FOZ,3,58747,154.98
2021-10-28,GUARDA,FIGUEIRA DE CASTELO RODRIGO,0,5584,10.98
2021-10-28,LEIRIA,FIGUEIRÓ DOS VINHOS,0,5568,32.1
2021-10-28,GUARDA,FORNOS DE ALGODRES,0,4528,34.45
2021-10-28,BRAGANÇA,FREIXO DE ESPADA À CINTA,0,3298,13.51
2021-10-28,PORTALEGRE,FRONTEIRA,0,2974,11.96
2021-10-28,MADEIRA,FUNCHAL,10,104024,1365.86
2021-10-28,CASTELO BRANCO,FUNDÃO,4,26495,37.84
2021-10-28,PORTALEGRE,GAVIÃO,0,3263,11.08
2021-10-28,COIMBRA,GÓIS,0,3805,14.45
2021-10-28,SANTARÉM,GOLEGÃ,0,5339,63.32
2021-10-28,PORTO,GONDOMAR,6,165985,1258.22
2021-10-28,GUARDA,GOUVEIA,3,12387,41.21
2021-10-28,SETÚBAL,GRÂNDOLA,0,14639,17.72
2021-10-28,GUARDA,GUARDA,3,38969,54.72
2021-10-28,BRAGA,GUIMARÃES,6,152309,631.99
2021-10-28,AÇORES,HORTA,2,14521,83.91
2021-10-28,CASTELO BRANCO,IDANHA-A-NOVA,1,8043,5.68
2021-10-28,AVEIRO,ÍLHAVO,2,38699,526.66
2021-10-28,FARO,LAGOA (FARO),3,22762,257.93
2021-10-28,AÇORES,LAGOA,0,14721,322.9
2021-10-28,FARO,LAGOS,3,30374,142.61
2021-10-28,AÇORES,LAJES DAS FLORES,0,1463,20.89
2021-10-28,AÇORES,LAJES DO PICO,0,4490,28.91
2021-10-28,VISEU,LAMEGO,1,24895,150.5
2021-10-28,LEIRIA,LEIRIA,15,125267,221.68
2021-10-28,LISBOA,LISBOA,58,509515,5092.6
2021-10-28,FARO,LOULÉ,7,68697,89.96
2021-10-28,LISBOA,LOURES,9,213687,1277.73
2021-10-28,LISBOA,LOURINHÃ,5,25855,175.68
2021-10-28,COIMBRA,LOUSÃ,3,17158,123.97
2021-10-28,PORTO,LOUSADA,1,46755,486.63
2021-10-28,SANTARÉM,MAÇÃO,0,6267,15.67
2021-10-28,BRAGANÇA,MACEDO DE CAVALEIROS,0,14516,20.76
2021-10-28,MADEIRA,MACHICO,0,19981,292.76
2021-10-28,AÇORES,MADALENA,0,5895,40.07
2021-10-28,LISBOA,MAFRA,7,84816,290.81
2021-10-28,PORTO,MAIA,12,138971,1675.56
2021-10-28,VISEU,MANGUALDE,4,18510,84.42
2021-10-28,GUARDA,MANTEIGAS,0,3007,24.65
2021-10-28,PORTO,MARCO DE CANAVESES,3,51496,255.07
2021-10-28,LEIRIA,MARINHA GRANDE,3,38508,205.65
2021-10-28,PORTALEGRE,MARVÃO,0,3005,19.4
2021-10-28,PORTO,MATOSINHOS,9,175357,2809.31
2021-10-28,AVEIRO,MEALHADA,0,19914,179.96
2021-10-28,GUARDA,MÊDA,0,4587,16.04
2021-10-28,VIANA DO CASTELO,MELGAÇO,0,8093,33.97
2021-10-28,BEJA,MÉRTOLA,0,6142,4.75
2021-10-28,VILA REAL,MESÃO FRIO,0,3964,148.74
2021-10-28,COIMBRA,MIRA,1,11832,95.4
2021-10-28,COIMBRA,MIRANDA DO CORVO,1,12708,100.55
2021-10-28,BRAGANÇA,MIRANDA DO DOURO,0,6830,14.02
2021-10-28,BRAGANÇA,MIRANDELA,2,21754,33.01
2021-10-28,BRAGANÇA,MOGADOURO,0,8392,11.03
2021-10-28,VISEU,MOIMENTA DA BEIRA,0,9736,44.26
2021-10-28,SETÚBAL,MOITA,2,64407,1165.53
2021-10-28,VIANA DO CASTELO,MONÇÃO,0,17869,84.56
2021-10-28,FARO,MONCHIQUE,0,5077,12.84
2021-10-28,VILA REAL,MONDIM DE BASTO,0,6946,40.36
2021-10-28,PORTALEGRE,MONFORTE,0,2975,7.08
2021-10-28,VILA REAL,MONTALEGRE,0,8997,11.17
2021-10-28,ÉVORA,MONTEMOR-O-NOVO,0,15647,12.69
2021-10-28,COIMBRA,MONTEMOR-O-VELHO,1,25224,110.17
2021-10-28,SETÚBAL,MONTIJO,1,57614,165.26
2021-10-28,ÉVORA,MORA,0,4138,9.32
2021-10-28,VISEU,MORTÁGUA,0,8803,35.05
2021-10-28,BEJA,MOURA,1,13718,14.31
2021-10-28,ÉVORA,MOURÃO,0,2450,8.79
2021-10-28,VILA REAL,MURÇA,0,5463,28.85
2021-10-28,AVEIRO,MURTOSA,0,10279,140.63
2021-10-28,LEIRIA,NAZARÉ,1,14165,171.84
2021-10-28,VISEU,NELAS,1,12974,103.21
2021-10-28,PORTALEGRE,NISA,0,6061,10.53
2021-10-28,AÇORES,NORDESTE,0,4862,47.92
2021-10-28,LEIRIA,ÓBIDOS,1,11850,83.72
2021-10-28,BEJA,ODEMIRA,4,24717,14.37
2021-10-28,LISBOA,ODIVELAS,8,161774,6095.48
2021-10-28,LISBOA,OEIRAS,9,177408,3866.78
2021-10-28,CASTELO BRANCO,OLEIROS,0,5003,10.62
2021-10-28,FARO,OLHÃO,3,44405,339.33
2021-10-28,AVEIRO,OLIVEIRA DE AZEMÉIS,4,66011,409.75
2021-10-28,VISEU,OLIVEIRA DE FRADES,1,9936,68.36
2021-10-28,AVEIRO,OLIVEIRA DO BAIRRO,1,24277,278.02
2021-10-28,COIMBRA,OLIVEIRA DO HOSPITAL,4,19253,82.1
2021-10-28,SANTARÉM,OURÉM,7,44044,105.7
2021-10-28,BEJA,OURIQUE,0,4607,6.95
2021-10-28,AVEIRO,OVAR,3,54260,367.37
2021-10-28,PORTO,PAÇOS DE FERREIRA,4,56728,799.1
2021-10-28,SETÚBAL,PALMELA,3,64269,138.18
2021-10-28,COIMBRA,PAMPILHOSA DA SERRA,0,4037,10.18
2021-10-28,PORTO,PAREDES,2,86067,549.04
2021-10-28,VIANA DO CASTELO,PAREDES DE COURA,0,8535,61.76
2021-10-28,LEIRIA,PEDRÓGÃO GRANDE,1,3410,26.49
2021-10-28,COIMBRA,PENACOVA,0,13694,63.18
2021-10-28,PORTO,PENAFIEL,2,69772,328.74
2021-10-28,VISEU,PENALVA DO CASTELO,0,7115,52.96
2021-10-28,CASTELO BRANCO,PENAMACOR,4,4755,8.44
2021-10-28,VISEU,PENEDONO,3,2591,19.38
2021-10-28,COIMBRA,PENELA,0,5397,40.04
2021-10-28,LEIRIA,PENICHE,3,26501,341.73
2021-10-28,VILA REAL,PESO DA RÉGUA,1,15773,166.28
2021-10-28,GUARDA,PINHEL,0,8511,17.57
2021-10-28,LEIRIA,POMBAL,2,51461,82.21
2021-10-28,AÇORES,PONTA DELGADA,10,67935,291.58
2021-10-28,MADEIRA,PONTA DO SOL,0,8593,185.92
2021-10-28,VIANA DO CASTELO,PONTE DA BARCA,4,11180,61.39
2021-10-28,VIANA DO CASTELO,PONTE DE LIMA,1,41315,129.01
2021-10-28,PORTALEGRE,PONTE DE SOR,0,14994,17.86
2021-10-28,PORTALEGRE,PORTALEGRE,0,22172,49.59
2021-10-28,ÉVORA,PORTEL,0,5828,9.7
2021-10-28,FARO,PORTIMÃO,8,55483,304.75
2021-10-28,PORTO,PORTO,26,216606,5229.5
2021-10-28,LEIRIA,PORTO DE MÓS,1,23275,88.89
2021-10-28,MADEIRA,PORTO MONIZ,0,2342,28.24
2021-10-28,MADEIRA,PORTO SANTO,0,5202,120.95
2021-10-28,BRAGA,PÓVOA DE LANHOSO,0,21499,159.67
2021-10-28,PORTO,PÓVOA DE VARZIM,2,62784,763.7
2021-10-28,AÇORES,POVOAÇÃO,0,5927,55.7
2021-10-28,AÇORES,VILA DA PRAIA DA VITÓRIA,1,21317,132.18
2021-10-28,CASTELO BRANCO,PROENÇA-A-NOVA,1,7298,18.46
2021-10-28,ÉVORA,REDONDO,1,6353,17.19
2021-10-28,ÉVORA,REGUENGOS DE MONSARAZ,3,10015,21.58
2021-10-28,VISEU,RESENDE,1,10137,82.18
2021-10-28,MADEIRA,RIBEIRA BRAVA,0,12435,189.99
2021-10-28,VILA REAL,RIBEIRA DE PENA,0,6016,27.66
2021-10-28,AÇORES,RIBEIRA GRANDE,3,32811,182.13
2021-10-28,SANTARÉM,RIO MAIOR,7,20379,74.71
2021-10-28,VILA REAL,SABROSA,0,5918,37.71
2021-10-28,GUARDA,SABUGAL,1,10585,12.87
2021-10-28,SANTARÉM,SALVATERRA DE MAGOS,1,21295,87.3
2021-10-28,VISEU,SANTA COMBA DÃO,0,10452,93.36
2021-10-28,MADEIRA,SANTA CRUZ,2,45281,555.6
2021-10-28,AÇORES,SANTA CRUZ DA GRACIOSA,0,4208,69.37
2021-10-28,AÇORES,SANTA CRUZ DAS FLORES,0,2165,30.53
2021-10-28,AVEIRO,SANTA MARIA DA FEIRA,7,138636,642.19
2021-10-28,VILA REAL,SANTA MARTA DE PENAGUIÃO,1,6599,95.25
2021-10-28,MADEIRA,SANTANA,0,6711,70.29
2021-10-28,SANTARÉM,SANTARÉM,6,57421,103.92
2021-10-28,SETÚBAL,SANTIAGO DO CACÉM,1,28791,27.17
2021-10-28,PORTO,SANTO TIRSO,4,68055,498.35
2021-10-28,FARO,SÃO BRÁS DE ALPORTEL,0,10416,67.91
2021-10-28,AVEIRO,SÃO JOÃO DA MADEIRA,2,21958,2765.49
2021-10-28,VISEU,SÃO JOÃO DA PESQUEIRA,0,7125,26.77
2021-10-28,VISEU,SÃO PEDRO DO SUL,5,15403,44.14
2021-10-28,AÇORES,SÃO ROQUE DO PICO,0,3266,22.94
2021-10-28,MADEIRA,SÃO VICENTE,0,5143,65.23
2021-10-28,SANTARÉM,SARDOAL,0,3741,40.6
2021-10-28,VISEU,SÁTÃO,1,11580,57.34
2021-10-28,GUARDA,SEIA,8,22234,51.03
2021-10-28,SETÚBAL,SEIXAL,7,167752,1757.49
2021-10-28,VISEU,SERNANCELHE,0,5396,23.6
2021-10-28,BEJA,SERPA,2,14304,12.94
2021-10-28,CASTELO BRANCO,SERTÃ,0,14577,32.63
2021-10-28,SETÚBAL,SESIMBRA,2,51858,264.96
2021-10-28,SETÚBAL,SETÚBAL,7,115126,499.83
2021-10-28,AVEIRO,SEVER DO VOUGA,1,11331,87.24
2021-10-28,FARO,SILVES,2,36226,53.27
2021-10-28,SETÚBAL,SINES,1,13715,67.46
2021-10-28,LISBOA,SINTRA,18,391402,1226.08
2021-10-28,LISBOA,SOBRAL DE MONTE AGRAÇO,0,10651,204.43
2021-10-28,COIMBRA,SOURE,2,17120,64.59
2021-10-28,PORTALEGRE,SOUSEL,0,4412,15.8
2021-10-28,COIMBRA,TÁBUA,0,11368,56.9
2021-10-28,VISEU,TABUAÇO,0,6033,45.07
2021-10-28,VISEU,TAROUCA,0,7804,77.98
2021-10-28,FARO,TAVIRA,1,24530,40.41
2021-10-28,BRAGA,TERRAS DE BOURO,0,6361,22.93
2021-10-28,SANTARÉM,TOMAR,5,36748,104.64
2021-10-28,VISEU,TONDELA,1,26357,71.0
2021-10-28,BRAGANÇA,TORRE DE MONCORVO,0,7695,14.48
2021-10-28,SANTARÉM,TORRES NOVAS,2,34933,129.38
2021-10-28,LISBOA,TORRES VEDRAS,9,78530,192.88
2021-10-28,GUARDA,TRANCOSO,0,8875,24.55
2021-10-28,PORTO,TROFA,1,38418,533.44
2021-10-28,AVEIRO,VAGOS,1,22740,137.89
2021-10-28,AVEIRO,VALE DE CAMBRA,1,21327,144.76
2021-10-28,VIANA DO CASTELO,VALENÇA,0,13290,113.46
2021-10-28,PORTO,VALONGO,5,97444,1297.18
2021-10-28,VILA REAL,VALPAÇOS,0,14818,27.0
2021-10-28,AÇORES,VELAS,0,5093,43.39
2021-10-28,ÉVORA,VENDAS NOVAS,0,11255,50.61
2021-10-28,ÉVORA,VIANA DO ALENTEJO,1,5145,13.07
2021-10-28,VIANA DO CASTELO,VIANA DO CASTELO,3,84417,264.61
2021-10-28,BEJA,VIDIGUEIRA,0,5510,17.4
2021-10-28,BRAGA,VIEIRA DO MINHO,2,11842,54.71
2021-10-28,CASTELO BRANCO,VILA DE REI,0,3323,17.35
2021-10-28,FARO,VILA DO BISPO,1,5154,28.78
2021-10-28,PORTO,VILA DO CONDE,2,79899,536.13
2021-10-28,AÇORES,VILA DO PORTO,0,5616,57.96
2021-10-28,BRAGANÇA,VILA FLOR,0,6044,22.74
2021-10-28,LISBOA,VILA FRANCA DE XIRA,6,141957,446.14
2021-10-28,AÇORES,VILA FRANCA DO CAMPO,0,11051,141.73
2021-10-28,SANTARÉM,VILA NOVA DA BARQUINHA,1,7461,150.64
2021-10-28,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,0,8910,82.14
2021-10-28,BRAGA,VILA NOVA DE FAMALICÃO,6,131676,653.19
2021-10-28,GUARDA,VILA NOVA DE FOZ CÔA,0,6503,16.33
2021-10-28,PORTO,VILA NOVA DE GAIA,20,300472,1783.64
2021-10-28,VISEU,VILA NOVA DE PAIVA,0,4687,26.7
2021-10-28,COIMBRA,VILA NOVA DE POIARES,0,6939,82.17
2021-10-28,VILA REAL,VILA POUCA DE AGUIAR,0,11961,27.37
2021-10-28,VILA REAL,VILA REAL,2,49962,131.9
2021-10-28,FARO,VILA REAL DE SANTO ANTÓNIO,1,18749,306.11
2021-10-28,CASTELO BRANCO,VILA VELHA DE RÓDÃO,0,3144,9.53
2021-10-28,BRAGA,VILA VERDE,3,46911,205.15
2021-10-28,ÉVORA,VILA VIÇOSA,0,7656,39.29
2021-10-28,BRAGANÇA,VIMIOSO,0,4023,8.35
2021-10-28,BRAGANÇA,VINHAIS,0,7746,11.15
2021-10-28,VISEU,VISEU,9,97249,191.77
2021-10-28,BRAGA,VIZELA,0,23897,967.49
2021-10-28,VISEU,VOUZELA,2,9619,49.66
2021-11-04,SANTARÉM,ABRANTES,2,35130,49.15
2021-11-04,AVEIRO,ÁGUEDA,3,46075,137.43
2021-11-04,GUARDA,AGUIAR DA BEIRA,0,4652,22.5
2021-11-04,ÉVORA,ALANDROAL,0,4992,9.2
2021-11-04,AVEIRO,ALBERGARIA-A-VELHA,4,24144,152.02
2021-11-04,FARO,ALBUFEIRA,5,41528,295.24
2021-11-04,SETÚBAL,ALCÁCER DO SAL,0,11659,7.77
2021-11-04,SANTARÉM,ALCANENA,1,12809,100.6
2021-11-04,LEIRIA,ALCOBAÇA,6,53555,131.22
2021-11-04,SETÚBAL,ALCOCHETE,2,19787,154.15
2021-11-04,FARO,ALCOUTIM,0,2159,3.75
2021-11-04,LISBOA,ALENQUER,1,44052,144.8
2021-11-04,BRAGANÇA,ALFÂNDEGA DA FÉ,0,4550,14.13
2021-11-04,VILA REAL,ALIJÓ,1,10625,35.7
2021-11-04,FARO,ALJEZUR,0,5594,17.29
2021-11-04,BEJA,ALJUSTREL,0,8247,17.99
2021-11-04,SETÚBAL,ALMADA,11,169039,2414.5
2021-11-04,GUARDA,ALMEIDA,0,5830,11.26
2021-11-04,SANTARÉM,ALMEIRIM,5,22546,101.5
2021-11-04,BEJA,ALMODÔVAR,1,6725,8.65
2021-11-04,SANTARÉM,ALPIARÇA,1,7059,74.02
2021-11-04,PORTALEGRE,ALTER DO CHÃO,0,3165,8.74
2021-11-04,LEIRIA,ALVAIÁZERE,0,6597,41.11
2021-11-04,BEJA,ALVITO,0,2477,9.35
2021-11-04,LISBOA,AMADORA,7,184106,7742.05
2021-11-04,PORTO,AMARANTE,3,53193,176.53
2021-11-04,BRAGA,AMARES,1,18129,221.22
2021-11-04,AVEIRO,ANADIA,2,27258,125.83
2021-11-04,AÇORES,ANGRA DO HEROÍSMO,1,33807,141.45
2021-11-04,LEIRIA,ANSIÃO,1,12039,68.37
2021-11-04,VIANA DO CASTELO,ARCOS DE VALDEVEZ,4,20926,46.75
2021-11-04,COIMBRA,ARGANIL,0,11014,33.09
2021-11-04,VISEU,ARMAMAR,0,5769,49.21
2021-11-04,AVEIRO,AROUCA,4,20720,62.96
2021-11-04,ÉVORA,ARRAIOLOS,0,6928,10.13
2021-11-04,PORTALEGRE,ARRONCHES,0,2820,8.96
2021-11-04,LISBOA,ARRUDA DOS VINHOS,0,15412,197.69
2021-11-04,AVEIRO,AVEIRO,13,78734,398.49
2021-11-04,PORTALEGRE,AVIS,0,4247,7.01
2021-11-04,LISBOA,AZAMBUJA,4,22716,86.48
2021-11-04,PORTO,BAIÃO,1,18748,107.42
2021-11-04,BRAGA,BARCELOS,4,116187,306.64
2021-11-04,BEJA,BARRANCOS,0,1634,9.7
2021-11-04,SETÚBAL,BARREIRO,6,75147,2065.05
2021-11-04,LEIRIA,BATALHA,0,15963,154.35
2021-11-04,BEJA,BEJA,4,33579,29.29
2021-11-04,CASTELO BRANCO,BELMONTE,0,6398,53.87
2021-11-04,SANTARÉM,BENAVENTE,4,30602,58.69
2021-11-04,LEIRIA,BOMBARRAL,0,12558,137.56
2021-11-04,ÉVORA,BORBA,0,6736,46.39
2021-11-04,VILA REAL,BOTICAS,0,4998,15.52
2021-11-04,BRAGA,BRAGA,11,182679,996.07
2021-11-04,BRAGANÇA,BRAGANÇA,6,33607,28.64
2021-11-04,BRAGA,CABECEIRAS DE BASTO,0,15628,64.63
2021-11-04,LISBOA,CADAVAL,4,13673,78.18
2021-11-04,LEIRIA,CALDAS DA RAINHA,5,51912,203.03
2021-11-04,MADEIRA,CALHETA,0,10867,97.46
2021-11-04,AÇORES,CALHETA (AÇORES),0,3184,25.22
2021-11-04,MADEIRA,CÂMARA DE LOBOS,1,33675,645.49
2021-11-04,VIANA DO CASTELO,CAMINHA,1,15877,116.3
2021-11-04,PORTALEGRE,CAMPO MAIOR,0,7874,31.85
2021-11-04,COIMBRA,CANTANHEDE,1,35011,89.57
2021-11-04,BRAGANÇA,CARRAZEDA DE ANSIÃES,0,5666,20.29
2021-11-04,VISEU,CARREGAL DO SAL,1,9271,79.31
2021-11-04,SANTARÉM,CARTAXO,3,23843,150.74
2021-11-04,LISBOA,CASCAIS,23,213608,2193.1
2021-11-04,LEIRIA,CASTANHEIRA DE PÊRA,0,2614,39.15
2021-11-04,CASTELO BRANCO,CASTELO BRANCO,11,51987,36.15
2021-11-04,AVEIRO,CASTELO DE PAIVA,1,15454,134.37
2021-11-04,PORTALEGRE,CASTELO DE VIDE,0,2919,11.02
2021-11-04,VISEU,CASTRO DAIRE,1,13823,36.47
2021-11-04,FARO,CASTRO MARIM,1,6237,20.73
2021-11-04,BEJA,CASTRO VERDE,1,6949,12.2
2021-11-04,GUARDA,CELORICO DA BEIRA,0,6928,28.02
2021-11-04,BRAGA,CELORICO DE BASTO,0,19040,105.15
2021-11-04,SANTARÉM,CHAMUSCA,0,9197,12.33
2021-11-04,VILA REAL,CHAVES,1,39343,66.54
2021-11-04,VISEU,CINFÃES,0,18244,76.24
2021-11-04,COIMBRA,COIMBRA,9,134166,420.06
2021-11-04,COIMBRA,CONDEIXA-A-NOVA,1,17733,127.88
2021-11-04,SANTARÉM,CONSTÂNCIA,0,4030,50.14
2021-11-04,SANTARÉM,CORUCHE,1,17471,15.66
2021-11-04,AÇORES,CORVO,0,464,27.12
2021-11-04,CASTELO BRANCO,COVILHÃ,14,46787,84.21
2021-11-04,PORTALEGRE,CRATO,0,3129,7.86
2021-11-04,BEJA,CUBA,0,4595,26.7
2021-11-04,PORTALEGRE,ELVAS,1,20528,32.52
2021-11-04,SANTARÉM,ENTRONCAMENTO,4,21558,1570.14
2021-11-04,AVEIRO,ESPINHO,2,29516,1401.52
2021-11-04,BRAGA,ESPOSENDE,2,34177,358.21
2021-11-04,AVEIRO,ESTARREJA,2,26006,240.42
2021-11-04,ÉVORA,ESTREMOZ,0,12728,24.77
2021-11-04,ÉVORA,ÉVORA,2,52428,40.11
2021-11-04,BRAGA,FAFE,2,48060,219.37
2021-11-04,FARO,FARO,7,61015,301.2
2021-11-04,PORTO,FELGUEIRAS,3,56422,487.49
2021-11-04,BEJA,FERREIRA DO ALENTEJO,1,7845,12.1
2021-11-04,SANTARÉM,FERREIRA DO ZÊZERE,0,7959,41.81
2021-11-04,COIMBRA,FIGUEIRA DA FOZ,5,58747,154.98
2021-11-04,GUARDA,FIGUEIRA DE CASTELO RODRIGO,0,5584,10.98
2021-11-04,LEIRIA,FIGUEIRÓ DOS VINHOS,0,5568,32.1
2021-11-04,GUARDA,FORNOS DE ALGODRES,0,4528,34.45
2021-11-04,BRAGANÇA,FREIXO DE ESPADA À CINTA,0,3298,13.51
2021-11-04,PORTALEGRE,FRONTEIRA,0,2974,11.96
2021-11-04,MADEIRA,FUNCHAL,16,104024,1365.86
2021-11-04,CASTELO BRANCO,FUNDÃO,4,26495,37.84
2021-11-04,PORTALEGRE,GAVIÃO,0,3263,11.08
2021-11-04,COIMBRA,GÓIS,0,3805,14.45
2021-11-04,SANTARÉM,GOLEGÃ,1,5339,63.32
2021-11-04,PORTO,GONDOMAR,7,165985,1258.22
